"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Gas72",1.259855575749e-43,1.13304827719581,0.75,0.318,2.01992644459837e-39,"MHC2+ CM WT","Gas7"
"F13a13",3.14969177117097e-43,1.64717576463816,0.479,0.142,5.04990081671842e-39,"MHC2+ CM WT","F13a1"
"Cd743",3.18233653868173e-43,0.828763494400286,1,0.85,5.10224017246842e-39,"MHC2+ CM WT","Cd74"
"Cd631",7.09740644223766e-43,1.18610860572419,0.828,0.457,1.13792717488396e-38,"MHC2+ CM WT","Cd63"
"Anxa53",7.61252916851202e-43,0.847841966677557,0.885,0.492,1.22051680158753e-38,"MHC2+ CM WT","Anxa5"
"Ildr1",1.3551225203496e-42,0.711423199760933,0.458,0.12,2.17266793687652e-38,"MHC2+ CM WT","Ildr1"
"Ifi2073",1.62557018077698e-42,1.34668899970793,0.891,0.493,2.60627667083974e-38,"MHC2+ CM WT","Ifi207"
"Gla1",1.94212078760313e-42,0.818844137560909,0.802,0.33,3.1138022587641e-38,"MHC2+ CM WT","Gla"
"Hsp90ab1",4.60749054065193e-42,1.46780832797709,0.974,0.951,7.38718958382724e-38,"MHC2+ CM WT","Hsp90ab1"
"Mcc",9.63543954972276e-42,0.666841508438039,0.182,0.023,1.54485002300705e-37,"MHC2+ CM WT","Mcc"
"Mmp141",1.94184589981616e-41,0.907136753727049,0.578,0.186,3.11336153117525e-37,"MHC2+ CM WT","Mmp14"
"Maff1",2.09845923189359e-41,1.0295352913534,0.818,0.389,3.36445968649499e-37,"MHC2+ CM WT","Maff"
"H2-Eb13",2.6084194565007e-41,1.12608404416446,0.979,0.69,4.18207891460757e-37,"MHC2+ CM WT","H2-Eb1"
"Ralgds1",3.23187877246622e-41,0.771561200310008,0.63,0.211,5.18167123589509e-37,"MHC2+ CM WT","Ralgds"
"Cxcl161",4.13354448616132e-41,0.953733136452989,0.969,0.681,6.62731187466245e-37,"MHC2+ CM WT","Cxcl16"
"Mb21d2",4.59183700531368e-41,0.397386242742071,0.135,0.012,7.36209227061942e-37,"MHC2+ CM WT","Mb21d2"
"Sash11",8.67577528251685e-41,0.955740070952929,0.807,0.37,1.39098705104593e-36,"MHC2+ CM WT","Sash1"
"Npl",1.80359009437036e-40,0.480817233195776,0.427,0.107,2.891695998304e-36,"MHC2+ CM WT","Npl"
"Ctla2a",2.37851735960912e-40,0.286954382159138,0.104,0.007,3.8134768826613e-36,"MHC2+ CM WT","Ctla2a"
"Plekhg5",3.60909175336403e-40,0.415276298561163,0.203,0.029,5.78645680816856e-36,"MHC2+ CM WT","Plekhg5"
"Hsp90b13",6.09066506804352e-40,1.38502588325677,0.958,0.903,9.76516330359418e-36,"MHC2+ CM WT","Hsp90b1"
"Tagln",3.68341495233643e-39,0.949310115632764,0.104,0.008,5.905619193081e-35,"MHC2+ CM WT","Tagln"
"Stap12",5.94092959640036e-39,0.747876543890743,0.568,0.187,9.5250924219087e-35,"MHC2+ CM WT","Stap1"
"Plau",1.77833320906403e-38,0.780888369150862,0.583,0.198,2.85120163409236e-34,"MHC2+ CM WT","Plau"
"Acta2",3.56465423156728e-38,1.19820716387345,0.109,0.009,5.71521012947182e-34,"MHC2+ CM WT","Acta2"
"Hspa1l",5.43802565628258e-38,0.298371158106801,0.177,0.023,8.71878653471786e-34,"MHC2+ CM WT","Hspa1l"
"Tbc1d4",5.66545048505461e-38,0.944281286737694,0.51,0.165,9.08341676268806e-34,"MHC2+ CM WT","Tbc1d4"
"Shmt1",1.95207273016259e-37,0.348068676010105,0.255,0.045,3.12975820826968e-33,"MHC2+ CM WT","Shmt1"
"Ctdp1",4.4447507774157e-37,0.826913427260685,0.495,0.161,7.12626892143059e-33,"MHC2+ CM WT","Ctdp1"
"Ankrd12",5.56742351313173e-37,1.913867664338,0.755,0.414,8.92625011860411e-33,"MHC2+ CM WT","Ankrd12"
"Ggta11",6.63987016311498e-37,1.03287178748108,0.698,0.288,1.06457038325222e-32,"MHC2+ CM WT","Ggta1"
"Rora",1.3238769610532e-36,0.799714952410584,0.411,0.118,2.12257193165659e-32,"MHC2+ CM WT","Rora"
"Osgin11",2.12237620269972e-36,0.821248991705829,0.255,0.048,3.40280576578846e-32,"MHC2+ CM WT","Osgin1"
"Apoe3",3.14563108881556e-36,1.03770404723377,0.99,0.763,5.04339032469798e-32,"MHC2+ CM WT","Apoe"
"Stab1",5.58331297842709e-36,1.01449480738737,0.594,0.23,8.95172569831216e-32,"MHC2+ CM WT","Stab1"
"Spic1",8.34962593959325e-36,0.876674520784027,0.427,0.12,1.33869552689499e-31,"MHC2+ CM WT","Spic"
"9930022D16Rik",1.54522348662508e-35,0.300365286227472,0.219,0.036,2.47745681610598e-31,"MHC2+ CM WT","9930022D16Rik"
"Iqgap13",3.27147279478115e-35,1.13013707496498,0.958,0.711,5.24515233187262e-31,"MHC2+ CM WT","Iqgap1"
"H2-Aa4",3.97155453295816e-35,0.900350903136365,0.995,0.72,6.36759338269182e-31,"MHC2+ CM WT","H2-Aa"
"Gng2",4.05973668765114e-35,1.26636960088366,0.833,0.484,6.50897583131107e-31,"MHC2+ CM WT","Gng2"
"Cd22",4.09783649717496e-35,0.265540916233951,0.219,0.037,6.57006125592061e-31,"MHC2+ CM WT","Cd22"
"Atp6v1h",4.29211102374563e-35,1.33671933983121,0.786,0.46,6.88154160437137e-31,"MHC2+ CM WT","Atp6v1h"
"Vps26a",9.39704056954313e-35,0.930987985529885,0.823,0.475,1.50662751451485e-30,"MHC2+ CM WT","Vps26a"
"Wdr91",2.24323198903762e-34,0.534526428845665,0.422,0.125,3.59657384802401e-30,"MHC2+ CM WT","Wdr91"
"Adamdec11",3.59515507351858e-34,0.605649102300675,0.245,0.048,5.76411212937234e-30,"MHC2+ CM WT","Adamdec1"
"Hmox11",4.80989824700105e-34,1.42734650823138,0.818,0.516,7.71170985941679e-30,"MHC2+ CM WT","Hmox1"
"Jaml1",9.88194657916747e-34,0.661298120388759,0.38,0.101,1.58437249503792e-29,"MHC2+ CM WT","Jaml"
"Creb51",1.47496272011957e-33,1.34085974916737,0.792,0.407,2.3648077291677e-29,"MHC2+ CM WT","Creb5"
"Cp1",4.52090389903448e-33,0.655191695676521,0.438,0.145,7.24836522132197e-29,"MHC2+ CM WT","Cp"
"Dedd21",1.78142481743316e-32,0.414434946988487,0.375,0.103,2.85615840979058e-28,"MHC2+ CM WT","Dedd2"
"Slc11a2",1.88871685231568e-32,0.731392812063455,0.625,0.253,3.02817972931773e-28,"MHC2+ CM WT","Slc11a2"
"Psd32",2.99396509091921e-32,1.32660053068905,0.708,0.328,4.80022423027077e-28,"MHC2+ CM WT","Psd3"
"Itga91",4.30419198952868e-32,1.22380496599529,0.88,0.553,6.90091101681133e-28,"MHC2+ CM WT","Itga9"
"Zc3h12a2",2.58002712982065e-31,1.05530431200165,0.786,0.462,4.13655749724145e-27,"MHC2+ CM WT","Zc3h12a"
"Slc26a11",7.41710082002422e-31,0.77059626125099,0.349,0.1,1.18918377447448e-26,"MHC2+ CM WT","Slc26a11"
"Pdxk1",7.6797737021483e-31,0.911143044008813,0.557,0.226,1.23129811766544e-26,"MHC2+ CM WT","Pdxk"
"Prune2",1.15864275507627e-30,0.341525747820672,0.292,0.067,1.85765192921378e-26,"MHC2+ CM WT","Prune2"
"Rgs13",1.25736833905997e-30,1.56393849184977,0.854,0.507,2.01593865801485e-26,"MHC2+ CM WT","Rgs1"
"Tceal91",1.31076177283229e-30,0.883487013330214,0.656,0.322,2.10154435038201e-26,"MHC2+ CM WT","Tceal9"
"Gpr1321",1.48944377561735e-30,0.713244709359291,0.745,0.325,2.38802520544729e-26,"MHC2+ CM WT","Gpr132"
"Specc1l2",1.55360668576249e-30,0.946091400070029,0.792,0.449,2.49089759928301e-26,"MHC2+ CM WT","Specc1l"
"Rgl11",2.31680213083224e-30,0.944247662500062,0.87,0.56,3.71452885636333e-26,"MHC2+ CM WT","Rgl1"
"H2-Ab13",2.50514667996792e-30,0.982960463986937,0.953,0.746,4.01650167199256e-26,"MHC2+ CM WT","H2-Ab1"
"Tnip11",3.65436858086441e-30,0.954591515412128,0.688,0.325,5.85904914569991e-26,"MHC2+ CM WT","Tnip1"
"Dvl2",4.46309895261717e-30,0.424822469009003,0.297,0.075,7.15568655073111e-26,"MHC2+ CM WT","Dvl2"
"Rftn11",4.88034286355921e-30,1.3815538371028,0.729,0.41,7.82465371314448e-26,"MHC2+ CM WT","Rftn1"
"Odc11",6.75071785349698e-30,1.23658276547417,0.755,0.418,1.08234259345117e-25,"MHC2+ CM WT","Odc1"
"Vps18",1.98241840948885e-29,0.71600580254035,0.641,0.297,3.17841143593347e-25,"MHC2+ CM WT","Vps18"
"Zbtb10",2.40301382403265e-29,0.621665738075357,0.24,0.051,3.85275206407154e-25,"MHC2+ CM WT","Zbtb10"
"Atf41",4.46437235318156e-29,0.81238098228763,0.906,0.665,7.15772819385599e-25,"MHC2+ CM WT","Atf4"
"Serpinb81",4.72072866992488e-29,0.845965966092691,0.552,0.241,7.56874427649056e-25,"MHC2+ CM WT","Serpinb8"
"Susd1",1.3227183119303e-28,0.32540213934116,0.245,0.054,2.12071426951785e-24,"MHC2+ CM WT","Susd1"
"Folr21",1.55311502727274e-28,0.486257805426549,0.469,0.149,2.49010932322639e-24,"MHC2+ CM WT","Folr2"
"Mki671",1.88362695232992e-28,1.28379953513998,0.312,0.088,3.02001909267056e-24,"MHC2+ CM WT","Mki67"
"Rapgef22",2.78911392708874e-28,1.48051083602,0.854,0.618,4.47178635930137e-24,"MHC2+ CM WT","Rapgef2"
"Hpgds",7.59676301729547e-28,0.862789025980844,0.865,0.437,1.21798901456298e-23,"MHC2+ CM WT","Hpgds"
"Mcoln2",7.62703775448674e-28,0.398262245543674,0.156,0.025,1.22284296317686e-23,"MHC2+ CM WT","Mcoln2"
"Axl2",8.82108015841175e-28,0.367983507418701,0.75,0.329,1.41428378179816e-23,"MHC2+ CM WT","Axl"
"Ets22",1.18031394875831e-27,0.659802922369781,0.87,0.516,1.89239735404419e-23,"MHC2+ CM WT","Ets2"
"Acp52",2.65638468215934e-27,0.966863948858541,0.505,0.193,4.25898156090606e-23,"MHC2+ CM WT","Acp5"
"Ciita2",2.85788895204916e-27,0.611162982139216,0.568,0.232,4.58205335682042e-23,"MHC2+ CM WT","Ciita"
"Nceh12",3.40594856151556e-27,0.660367797529148,0.724,0.36,5.46075732867789e-23,"MHC2+ CM WT","Nceh1"
"Rbpj1",3.64710296479278e-27,1.34762235938728,0.901,0.695,5.84740018345226e-23,"MHC2+ CM WT","Rbpj"
"Ccl21",4.68539712560814e-27,1.3512204554384,0.578,0.247,7.51209721148754e-23,"MHC2+ CM WT","Ccl2"
"Nr1d21",4.89085619205415e-27,0.702105468619301,0.432,0.153,7.84150973272041e-23,"MHC2+ CM WT","Nr1d2"
"Arhgef32",5.45146566004403e-27,0.815953344472194,0.891,0.48,8.74033489274859e-23,"MHC2+ CM WT","Arhgef3"
"Lilrb4a2",6.01603685177435e-27,0.899298248622642,0.568,0.263,9.64551188444982e-23,"MHC2+ CM WT","Lilrb4a"
"Rab3gap2",6.14513546490457e-27,1.22038252515362,0.583,0.285,9.8524956908815e-23,"MHC2+ CM WT","Rab3gap2"
"Ap1b1",8.9204448991927e-27,0.581227355972046,0.557,0.245,1.43021493068757e-22,"MHC2+ CM WT","Ap1b1"
"Kynu1",9.33406317324137e-27,0.407802576361946,0.219,0.046,1.49653034856579e-22,"MHC2+ CM WT","Kynu"
"Pdgfc1",1.11876360948339e-26,0.691729370279225,0.333,0.093,1.79371369508472e-22,"MHC2+ CM WT","Pdgfc"
"Stra6l",1.20818320905651e-26,0.40666654949336,0.172,0.03,1.93708013908031e-22,"MHC2+ CM WT","Stra6l"
"Itgax2",1.42746433189731e-26,0.60273780667409,0.396,0.133,2.28865356333096e-22,"MHC2+ CM WT","Itgax"
"Gm17268",1.82994171036255e-26,0.699188234500153,0.214,0.045,2.93394554422428e-22,"MHC2+ CM WT","Gm17268"
"Cd723",3.34340819372821e-26,0.762560028051417,0.573,0.236,5.36048635700444e-22,"MHC2+ CM WT","Cd72"
"Ttyh21",3.43779318639487e-26,0.288647257340311,0.307,0.082,5.51181381574689e-22,"MHC2+ CM WT","Ttyh2"
"Ermap",5.87888601759153e-26,0.537529117617605,0.245,0.057,9.4256179520045e-22,"MHC2+ CM WT","Ermap"
"Il1r1",8.66214913157532e-26,0.545375698435753,0.172,0.031,1.38880237026547e-21,"MHC2+ CM WT","Il1r1"
"Klf63",8.77747148102801e-26,1.05825639042463,0.932,0.856,1.40729200255322e-21,"MHC2+ CM WT","Klf6"
"Sqstm11",1.08893641188428e-25,0.739293051909878,0.964,0.763,1.74589174917406e-21,"MHC2+ CM WT","Sqstm1"
"Pf42",1.19097775585276e-25,0.336144879175165,0.734,0.326,1.90949463595874e-21,"MHC2+ CM WT","Pf4"
"Pea15a2",1.73726083114694e-25,0.699451512003672,0.745,0.409,2.78535029057788e-21,"MHC2+ CM WT","Pea15a"
"Cdr2",2.10801608740591e-25,0.405637688165534,0.188,0.037,3.37978219293789e-21,"MHC2+ CM WT","Cdr2"
"Slc35f6",3.68358309441718e-25,0.57923652291127,0.516,0.22,5.90588877527907e-21,"MHC2+ CM WT","Slc35f6"
"Ms4a6b2",5.62262769713211e-25,0.54767674519554,0.708,0.338,9.01475898681191e-21,"MHC2+ CM WT","Ms4a6b"
"Relb1",1.68108511664068e-24,0.760351057524504,0.859,0.521,2.69528376751e-20,"MHC2+ CM WT","Relb"
"Plpbp1",2.03558700456238e-24,0.684354898730128,0.672,0.346,3.26365664441486e-20,"MHC2+ CM WT","Plpbp"
"Runx31",2.12407574552613e-24,0.580094104898447,0.635,0.286,3.40553064280205e-20,"MHC2+ CM WT","Runx3"
"Rnf1502",2.85176914457199e-24,0.693214473931009,0.427,0.156,4.57224146949228e-20,"MHC2+ CM WT","Rnf150"
"Snx8",4.70606691307618e-24,1.00040480952223,0.719,0.438,7.54523708173504e-20,"MHC2+ CM WT","Snx8"
"Atp6v1a",5.01892780147861e-24,0.937722203721681,0.891,0.721,8.04684694411065e-20,"MHC2+ CM WT","Atp6v1a"
"Ppp1r15a1",5.81942645105673e-24,0.950325585770908,0.87,0.639,9.33028642897926e-20,"MHC2+ CM WT","Ppp1r15a"
"Tmem2511",5.94934948212752e-24,0.529593290764387,0.562,0.252,9.53859202469505e-20,"MHC2+ CM WT","Tmem251"
"Mtmr141",8.21865213986466e-24,0.703459818966408,0.578,0.276,1.3176964975845e-19,"MHC2+ CM WT","Mtmr14"
"Arfgef2",9.30400397153282e-24,1.34309639809601,0.635,0.342,1.49171095675586e-19,"MHC2+ CM WT","Arfgef2"
"Gpnmb",9.36508449559486e-24,0.370093904527472,0.146,0.025,1.50150399717872e-19,"MHC2+ CM WT","Gpnmb"
"Litaf1",1.02699334468647e-23,0.731682107861568,0.953,0.853,1.64657842953581e-19,"MHC2+ CM WT","Litaf"
"Hilpda1",1.55787715972026e-23,0.742757144386509,0.719,0.361,2.4977444501795e-19,"MHC2+ CM WT","Hilpda"
"Acoxl",2.00832990493875e-23,0.287378299835579,0.125,0.019,3.2199553365883e-19,"MHC2+ CM WT","Acoxl"
"Igfbp7",2.47486046337067e-23,0.515196372706458,0.115,0.016,3.96794378092219e-19,"MHC2+ CM WT","Igfbp7"
"Kdm6b1",2.88175087237828e-23,0.719084086923965,0.953,0.703,4.62031117368409e-19,"MHC2+ CM WT","Kdm6b"
"Fgl22",3.73434946385272e-23,0.726963827899458,0.599,0.279,5.98728249539506e-19,"MHC2+ CM WT","Fgl2"
"Gm63772",3.79401274930568e-23,0.679673218151718,0.531,0.233,6.0829406409618e-19,"MHC2+ CM WT","Gm6377"
"Adgrl31",3.92928912447689e-23,0.660763442665847,0.161,0.03,6.2998292532738e-19,"MHC2+ CM WT","Adgrl3"
"Casp41",4.41248539767296e-23,1.07459604711557,0.859,0.607,7.07453783808906e-19,"MHC2+ CM WT","Casp4"
"Adam172",5.07537192768631e-23,0.904339867732367,0.854,0.607,8.13734381165947e-19,"MHC2+ CM WT","Adam17"
"Il4ra1",5.4285917403802e-23,0.727099471178434,0.76,0.472,8.70366113735157e-19,"MHC2+ CM WT","Il4ra"
"Oasl12",8.45630245763258e-23,1.239359863731,0.495,0.211,1.35579897303223e-18,"MHC2+ CM WT","Oasl1"
"Dnaja4",1.03651464636988e-22,0.840873852754456,0.151,0.028,1.66184393252484e-18,"MHC2+ CM WT","Dnaja4"
"Tnfaip3",1.17950229279864e-22,0.973953677526905,0.901,0.623,1.89109602604405e-18,"MHC2+ CM WT","Tnfaip3"
"Lpar11",1.18763829972435e-22,0.784085803588033,0.401,0.154,1.90414048594804e-18,"MHC2+ CM WT","Lpar1"
"Cd401",1.56020123874077e-22,0.788978238473577,0.573,0.281,2.50147064607308e-18,"MHC2+ CM WT","Cd40"
"Cstb2",1.68756646578732e-22,0.763827981498671,0.88,0.64,2.70567531459681e-18,"MHC2+ CM WT","Cstb"
"Abca11",1.78519855853324e-22,0.971510476338139,0.875,0.653,2.86220884889635e-18,"MHC2+ CM WT","Abca1"
"Gga2",1.84145051391473e-22,0.346703701103048,0.292,0.086,2.95239760895948e-18,"MHC2+ CM WT","Gga2"
"Impact1",2.43971209227356e-22,0.829512215653946,0.818,0.513,3.91159039754219e-18,"MHC2+ CM WT","Impact"
"Hes11",4.43231893147454e-22,1.23378774713794,0.484,0.22,7.10633694283314e-18,"MHC2+ CM WT","Hes1"
"Per11",4.8099744879815e-22,0.522817154103516,0.714,0.349,7.71183209658073e-18,"MHC2+ CM WT","Per1"
"Zhx21",7.40202257817779e-22,1.26705702043984,0.615,0.355,1.18676627995924e-17,"MHC2+ CM WT","Zhx2"
"Eid12",1.08403578993375e-21,0.523740875549277,0.651,0.349,1.73803458200078e-17,"MHC2+ CM WT","Eid1"
"Ctsc2",1.22605235363416e-21,0.579312510331202,0.938,0.866,1.96572973858164e-17,"MHC2+ CM WT","Ctsc"
"Abtb21",1.32652593217084e-21,1.05873542139637,0.599,0.301,2.12681902704951e-17,"MHC2+ CM WT","Abtb2"
"Atp6v0d11",1.82707780257508e-21,0.87584654653323,0.88,0.686,2.92935384086862e-17,"MHC2+ CM WT","Atp6v0d1"
"Peli12",2.17477294960915e-21,1.17961877724293,0.828,0.634,3.48681347010835e-17,"MHC2+ CM WT","Peli1"
"Plin21",3.37884832995481e-21,0.687290104581921,0.87,0.584,5.41730752741654e-17,"MHC2+ CM WT","Plin2"
"Ehd11",3.43037942984674e-21,0.73255164234257,0.828,0.604,5.49992733987328e-17,"MHC2+ CM WT","Ehd1"
"Plk21",4.86196675057741e-21,0.810479188938957,0.432,0.183,7.79519129120076e-17,"MHC2+ CM WT","Plk2"
"Jdp22",6.12026567784245e-21,0.831552481682932,0.635,0.319,9.8126219612848e-17,"MHC2+ CM WT","Jdp2"
"Rragc1",6.55984834240766e-21,0.611444739721625,0.776,0.491,1.05174048473822e-16,"MHC2+ CM WT","Rragc"
"Nxpe51",7.39114361300721e-21,0.347449385768216,0.276,0.085,1.18502205547345e-16,"MHC2+ CM WT","Nxpe5"
"Selenop2",8.41015676132679e-21,1.09180754809358,0.906,0.808,1.34840043354352e-16,"MHC2+ CM WT","Selenop"
"Tlr121",1.44566788639391e-20,0.266331417771381,0.26,0.074,2.31783932225535e-16,"MHC2+ CM WT","Tlr12"
"Arhgap191",1.89852869505377e-20,0.296372869698869,0.276,0.083,3.04391105677972e-16,"MHC2+ CM WT","Arhgap19"
"Uap1l1",2.33547666238234e-20,0.362843760153417,0.453,0.183,3.7444697327976e-16,"MHC2+ CM WT","Uap1l1"
"Calr2",2.53011796207834e-20,0.698352406730721,0.927,0.882,4.0565381286002e-16,"MHC2+ CM WT","Calr"
"Slc20a11",3.20387901551994e-20,0.675946393713406,0.5,0.23,5.13677922558312e-16,"MHC2+ CM WT","Slc20a1"
"Rnf1491",3.43890741920608e-20,0.584816525828327,0.896,0.665,5.5136002652131e-16,"MHC2+ CM WT","Rnf149"
"Fnip1",3.54076447823554e-20,1.02586264687161,0.901,0.754,5.67690768795504e-16,"MHC2+ CM WT","Fnip1"
"Bcar3",6.27290876356735e-20,0.357944271377092,0.172,0.038,1.00573546206275e-15,"MHC2+ CM WT","Bcar3"
"Chaf1b",6.86418718512701e-20,0.35559873530487,0.182,0.042,1.10053513139141e-15,"MHC2+ CM WT","Chaf1b"
"Slamf81",9.31331488668576e-20,0.44677327619347,0.505,0.22,1.49320377578233e-15,"MHC2+ CM WT","Slamf8"
"Gm87971",1.0038772863532e-19,0.75261594508391,0.682,0.415,1.60951645321008e-15,"MHC2+ CM WT","Gm8797"
"Fosb2",1.05280618823857e-19,0.706753699871254,0.88,0.592,1.6879641616029e-15,"MHC2+ CM WT","Fosb"
"Mfsd13",1.21289936169886e-19,0.677038741943267,0.755,0.504,1.94464154661179e-15,"MHC2+ CM WT","Mfsd1"
"Icosl",1.36865914334675e-19,0.346841643923905,0.391,0.144,2.19437120452784e-15,"MHC2+ CM WT","Icosl"
"Cdc42se21",1.53416039315711e-19,1.03536145038748,0.807,0.594,2.4597193583488e-15,"MHC2+ CM WT","Cdc42se2"
"Swt1",1.5776655428741e-19,0.846921446617517,0.536,0.272,2.52947116489004e-15,"MHC2+ CM WT","Swt1"
"Mafb1",1.86679889733971e-19,1.21960507272127,0.911,0.807,2.99303867210476e-15,"MHC2+ CM WT","Mafb"
"Ccdc1341",2.44724496873888e-19,0.338540642953537,0.38,0.145,3.92366785837904e-15,"MHC2+ CM WT","Ccdc134"
"Flcn1",3.5394140525771e-19,0.531915807934274,0.505,0.237,5.67474255049686e-15,"MHC2+ CM WT","Flcn"
"Ubb2",6.70552264038373e-19,0.972911510633988,0.948,0.941,1.07509644493272e-14,"MHC2+ CM WT","Ubb"
"Eif51",8.96938558444259e-19,0.579662602166876,0.906,0.782,1.43806159075368e-14,"MHC2+ CM WT","Eif5"
"Ifrd11",1.56397685803171e-18,0.719659677896654,0.99,0.781,2.50752409648225e-14,"MHC2+ CM WT","Ifrd1"
"Lima12",1.98672897797881e-18,0.761902360412939,0.531,0.268,3.18532257039343e-14,"MHC2+ CM WT","Lima1"
"Zfp704",2.32241613484944e-18,0.467333065001205,0.359,0.139,3.72352978900411e-14,"MHC2+ CM WT","Zfp704"
"mt-Co12",2.52017344837585e-18,0.702669836520477,1,0.979,4.04059408978099e-14,"MHC2+ CM WT","mt-Co1"
"Slc25a331",2.71890502812831e-18,0.645406251995806,0.562,0.271,4.35922043159812e-14,"MHC2+ CM WT","Slc25a33"
"Slc5a3",2.98528543599793e-18,0.473473455009485,0.229,0.067,4.78630813953548e-14,"MHC2+ CM WT","Slc5a3"
"Plbd13",3.11167018933523e-18,0.428549269367004,0.76,0.386,4.98894081456118e-14,"MHC2+ CM WT","Plbd1"
"Lcp11",5.19077070480246e-18,0.737145443710865,0.927,0.885,8.32236267100979e-14,"MHC2+ CM WT","Lcp1"
"Pnrc12",5.32058125592182e-18,0.626478303807573,0.891,0.797,8.53048792761946e-14,"MHC2+ CM WT","Pnrc1"
"Dtx4",7.03360212726073e-18,0.400066607175654,0.406,0.161,1.12769742906371e-13,"MHC2+ CM WT","Dtx4"
"Zdhhc141",8.98608041245271e-18,1.16579575463932,0.771,0.505,1.44073827252854e-13,"MHC2+ CM WT","Zdhhc14"
"Gtf2h1",1.13086434306618e-17,0.585766221138718,0.547,0.293,1.81311480123801e-13,"MHC2+ CM WT","Gtf2h1"
"Atp6v1c11",1.46936618802111e-17,0.607810933298736,0.76,0.498,2.35583480925425e-13,"MHC2+ CM WT","Atp6v1c1"
"Lonrf3",1.56311805057213e-17,0.58968143849169,0.271,0.091,2.50614717048229e-13,"MHC2+ CM WT","Lonrf3"
"Rab71",1.86561233637303e-17,0.66735524762643,0.901,0.74,2.99113625890688e-13,"MHC2+ CM WT","Rab7"
"Ncl",2.03574738300091e-17,0.631055923004656,0.891,0.771,3.26391377916536e-13,"MHC2+ CM WT","Ncl"
"Cd362",2.32701387075413e-17,1.37138854509448,0.578,0.295,3.7309013389801e-13,"MHC2+ CM WT","Cd36"
"Acsl3",2.35675507797301e-17,0.271270315361945,0.219,0.064,3.77858541651412e-13,"MHC2+ CM WT","Acsl3"
"Mafk1",2.70799226921274e-17,0.4296529192441,0.49,0.231,4.34172400522879e-13,"MHC2+ CM WT","Mafk"
"Renbp1",2.94567714391728e-17,0.473376923786198,0.646,0.367,4.72280416484257e-13,"MHC2+ CM WT","Renbp"
"Fcgrt2",2.9491015862798e-17,0.654404337038926,0.724,0.465,4.7282945732824e-13,"MHC2+ CM WT","Fcgrt"
"Milr11",3.06580929572527e-17,0.343926592682812,0.49,0.232,4.91541204383632e-13,"MHC2+ CM WT","Milr1"
"Rab201",4.3997167716701e-17,0.538916470521819,0.88,0.601,7.05406590001866e-13,"MHC2+ CM WT","Rab20"
"Crebrf1",6.35530984794503e-17,1.01619469432331,0.667,0.434,1.01894682792103e-12,"MHC2+ CM WT","Crebrf"
"Etv31",6.64427132266159e-17,0.644842467808461,0.781,0.479,1.06527602116233e-12,"MHC2+ CM WT","Etv3"
"Tbc1d151",7.27794752158534e-17,0.608356456022072,0.724,0.461,1.16687332613578e-12,"MHC2+ CM WT","Tbc1d15"
"Pde7b2",9.85054596115762e-17,0.921015972617255,0.615,0.328,1.5793380339524e-12,"MHC2+ CM WT","Pde7b"
"Cdip11",2.43021126513333e-16,0.454194555669647,0.531,0.273,3.89635772138826e-12,"MHC2+ CM WT","Cdip1"
"Zfyve26",2.70143480367616e-16,0.530115158404809,0.391,0.173,4.33121042073399e-12,"MHC2+ CM WT","Zfyve26"
"Rasgef1b1",2.83660454853937e-16,0.455600768831579,0.885,0.577,4.54792807267318e-12,"MHC2+ CM WT","Rasgef1b"
"Osgin21",2.88448793876519e-16,0.407613377194357,0.417,0.18,4.62469951222222e-12,"MHC2+ CM WT","Osgin2"
"Prkar1b",3.09362579720139e-16,0.271674062144198,0.188,0.051,4.960010240653e-12,"MHC2+ CM WT","Prkar1b"
"Ppp4r21",3.91118659861712e-16,0.573276940653514,0.823,0.582,6.27080547356283e-12,"MHC2+ CM WT","Ppp4r2"
"Mtss12",4.69603152408937e-16,0.766501520952242,0.724,0.434,7.52914734257249e-12,"MHC2+ CM WT","Mtss1"
"Taf4b1",5.84018264008513e-16,0.794856984929646,0.302,0.115,9.36356482684849e-12,"MHC2+ CM WT","Taf4b"
"Tbc1d10a",6.06062093053158e-16,0.444870467133324,0.615,0.334,9.71699353792129e-12,"MHC2+ CM WT","Tbc1d10a"
"Dtnbp1",6.51709186118817e-16,0.902716123051949,0.714,0.467,1.0448853381043e-11,"MHC2+ CM WT","Dtnbp1"
"Fnip21",6.57835158384371e-16,1.16054436637753,0.745,0.55,1.05470710943766e-11,"MHC2+ CM WT","Fnip2"
"Birc31",7.56954905258466e-16,0.888294680028755,0.859,0.705,1.2136257996009e-11,"MHC2+ CM WT","Birc3"
"Ccl121",8.21262377801335e-16,0.718754239437378,0.464,0.226,1.31672997032888e-11,"MHC2+ CM WT","Ccl12"
"March31",8.99598317726964e-16,0.957571194550204,0.432,0.205,1.44232598281164e-11,"MHC2+ CM WT","March3"
"Zfp2631",1.1884884621945e-15,0.441832108810359,0.458,0.227,1.90550355143644e-11,"MHC2+ CM WT","Zfp263"
"Man1a",1.31743972952132e-15,0.966058158029539,0.911,0.704,2.11225111834153e-11,"MHC2+ CM WT","Man1a"
"Tsc22d11",1.4611272274306e-15,0.628244586611939,0.339,0.145,2.34262528373949e-11,"MHC2+ CM WT","Tsc22d1"
"Src",1.59040460849469e-15,0.254221536039481,0.302,0.109,2.54989570879954e-11,"MHC2+ CM WT","Src"
